,Loss,Validation Loss
0,0.017769139260053635,0.04626426100730896
1,0.015787020325660706,0.0726621225476265
2,0.016293426975607872,0.06501960009336472
3,0.015774419531226158,0.06144555285573006
4,0.016630804166197777,0.05776587501168251
5,0.015065149404108524,0.06339304149150848
6,0.015652596950531006,0.07679436355829239
7,0.01433995459228754,0.06232873722910881
8,0.015411131083965302,0.054103873670101166
9,0.01542865764349699,0.059995174407958984
10,0.01509938109666109,0.055354777723550797
11,0.015970371663570404,0.0468827523291111
12,0.01494943629950285,0.05201134830713272
13,0.016157222911715508,0.04807896167039871
14,0.015781143680214882,0.04970669001340866
15,0.015389759093523026,0.053196489810943604
16,0.014533516019582748,0.04590269550681114
17,0.015021134167909622,0.0461190789937973
18,0.01467245351523161,0.05029383674263954
19,0.014070936478674412,0.045206468552351
20,0.01395901944488287,0.05389590933918953
21,0.014197619631886482,0.05248534306883812
22,0.015191365964710712,0.058190152049064636
23,0.015301610343158245,0.05467887222766876
24,0.014852894470095634,0.053950294852256775
25,0.014616859145462513,0.07231789827346802
26,0.013937060721218586,0.06098860874772072
27,0.014080985449254513,0.06282839924097061
28,0.014317418448626995,0.04834485426545143
29,0.014347163960337639,0.055603642016649246
30,0.01419013924896717,0.048481810837984085
31,0.013996406458318233,0.05508846417069435
32,0.013721439056098461,0.05341506376862526
33,0.013737514615058899,0.05669510364532471
34,0.014190828427672386,0.06528417021036148
35,0.014106182381510735,0.05552520230412483
36,0.014699598774313927,0.06056107208132744
37,0.015496261417865753,0.060321953147649765
38,0.015040630474686623,0.04582101106643677
39,0.014543195255100727,0.05240808427333832
40,0.014765401370823383,0.04826505109667778
41,0.014918897300958633,0.056446097791194916
42,0.015224779024720192,0.0489434190094471
43,0.015055489726364613,0.05305960029363632
44,0.014835633337497711,0.04559500887989998
45,0.014602233655750751,0.05193996801972389
46,0.014384315349161625,0.055658988654613495
47,0.01427216362208128,0.06468918919563293
48,0.014238856732845306,0.0480773039162159
49,0.014593232423067093,0.054123491048812866
50,0.014544399455189705,0.0524425208568573
51,0.014448463916778564,0.0521969348192215
52,0.01432950422167778,0.05511609464883804
53,0.01484750211238861,0.06403797119855881
54,0.014450432732701302,0.056399866938591
55,0.014191243797540665,0.06137732043862343
56,0.014006550423800945,0.051109589636325836
57,0.014460713602602482,0.05061499774456024
58,0.014973322860896587,0.06654330343008041
59,0.01486477442085743,0.0567031167447567
60,0.014526506885886192,0.05280798673629761
61,0.014520155265927315,0.06177342310547829
62,0.014409785158932209,0.05150935798883438
63,0.0144557049497962,0.061994779855012894
64,0.015245234593749046,0.05398187413811684
65,0.0145007548853755,0.05205463245511055
66,0.014101126231253147,0.0574038065969944
67,0.014422718435525894,0.06480228155851364
68,0.014415808953344822,0.05718375742435455
69,0.014596016146242619,0.055754002183675766
70,0.013973199762403965,0.058687906712293625
71,0.014737391844391823,0.06299154460430145
72,0.01430436410009861,0.05564259737730026
73,0.014132077805697918,0.057484220713377
74,0.014402884989976883,0.05620531737804413
75,0.01347709447145462,0.05916653200984001
76,0.013697884045541286,0.05140550062060356
77,0.013870728202164173,0.04881250858306885
78,0.013661527074873447,0.04901574179530144
79,0.01361148338764906,0.05181213840842247
80,0.01323844026774168,0.05943546071648598
81,0.013582158833742142,0.05520366132259369
82,0.013480260968208313,0.059685759246349335
83,0.013420614413917065,0.06345750391483307
84,0.013206792995333672,0.06729484349489212
85,0.013531011529266834,0.058206018060445786
86,0.013606006279587746,0.05732358992099762
87,0.013724884018301964,0.0668363869190216
88,0.014011342078447342,0.05641765147447586
89,0.013760675676167011,0.06149877607822418
90,0.013556035235524178,0.059721846133470535
91,0.013777283020317554,0.0592704676091671
92,0.01351247075945139,0.05683016777038574
93,0.013831131160259247,0.0540347546339035
94,0.013389455154538155,0.06175003573298454
95,0.013785935007035732,0.06005079671740532
96,0.013532344251871109,0.06288296729326248
97,0.01374392956495285,0.05773214250802994
98,0.013750860467553139,0.05638345703482628
99,0.013581784442067146,0.06219305470585823
100,0.013356374576687813,0.06321549415588379
101,0.013833710923790932,0.055904511362314224
102,0.013892275281250477,0.05779687687754631
103,0.013660683296620846,0.07037359476089478
104,0.013781491667032242,0.05821206420660019
105,0.013707637786865234,0.06010180339217186
106,0.01404381450265646,0.06678172200918198
107,0.0140914935618639,0.06925683468580246
108,0.014234536327421665,0.05796121433377266
109,0.014125414192676544,0.06179548799991608
110,0.014084707014262676,0.0578872449696064
111,0.014286343939602375,0.06381316483020782
112,0.014315638691186905,0.05884672328829765
113,0.014057392254471779,0.06201577186584473
114,0.014171586371958256,0.06126690283417702
115,0.014900275506079197,0.06598995625972748
116,0.014397657476365566,0.06726140528917313
117,0.014258244074881077,0.06130725145339966
118,0.01444171741604805,0.06506285816431046
119,0.01425941288471222,0.0640948936343193
120,0.014166982844471931,0.06235789507627487
121,0.014079387299716473,0.0655527412891388
122,0.014328152872622013,0.06945201754570007
123,0.014470665715634823,0.05860818177461624
124,0.014313681982457638,0.052922572940588
125,0.014295322820544243,0.05439979210495949
126,0.014480160549283028,0.04862140119075775
127,0.013723830692470074,0.05530727282166481
128,0.014077315106987953,0.05481518432497978
129,0.01446582656353712,0.05202312022447586
130,0.014846865087747574,0.06412168592214584
131,0.014470022171735764,0.06223445013165474
132,0.014210278168320656,0.06445407122373581
133,0.014115601778030396,0.05591541528701782
134,0.014232738874852657,0.04822879284620285
135,0.01409848127514124,0.05102859437465668
136,0.013880539685487747,0.05462246760725975
137,0.014053594321012497,0.054532140493392944
138,0.014068101532757282,0.05876047909259796
139,0.014036018401384354,0.057846371084451675
140,0.013482952490448952,0.061084646731615067
141,0.013773957267403603,0.05715849995613098
142,0.013380785472691059,0.052870772778987885
143,0.013352751731872559,0.06041035056114197
144,0.013493280857801437,0.05557749420404434
145,0.013510234653949738,0.04997682943940163
146,0.01330119464546442,0.049987372010946274
147,0.013203226961195469,0.049631163477897644
148,0.013330203481018543,0.0503707230091095
149,0.013208852149546146,0.05510510131716728
150,0.013584337197244167,0.05807444825768471
151,0.013204224407672882,0.05836554616689682
152,0.013448866084218025,0.058833520859479904
153,0.013673021458089352,0.05617385357618332
154,0.013470587320625782,0.05317376181483269
155,0.013109276071190834,0.05357346311211586
156,0.013279614970088005,0.06297943741083145
157,0.013396856375038624,0.06309349834918976
158,0.013243099674582481,0.06322600692510605
159,0.013496432453393936,0.06058533489704132
160,0.013422912918031216,0.05836888775229454
161,0.013445639982819557,0.056853435933589935
162,0.013370181433856487,0.05742421746253967
163,0.01331540010869503,0.0553227923810482
164,0.013660633936524391,0.05364108085632324
165,0.013589920476078987,0.05617619305849075
166,0.013700775802135468,0.051543015986680984
167,0.013512845151126385,0.06531152129173279
168,0.0138082979246974,0.06055920943617821
169,0.013943685218691826,0.05447448417544365
170,0.013502538204193115,0.06039663776755333
171,0.013245422393083572,0.05756841599941254
172,0.01315738633275032,0.05793565884232521
173,0.013197846710681915,0.061727359890937805
174,0.013146355748176575,0.055408183485269547
175,0.013257302343845367,0.05428565666079521
176,0.012933081015944481,0.05704158544540405
177,0.01310883928090334,0.06462609767913818
178,0.013518242165446281,0.06212310492992401
179,0.013605054467916489,0.06507274508476257
180,0.013536892831325531,0.06373703479766846
181,0.013584314845502377,0.06156856566667557
182,0.013505891896784306,0.058612924069166183
183,0.013252872973680496,0.058701422065496445
184,0.013282110914587975,0.061807066202163696
185,0.013452479615807533,0.05890699476003647
186,0.013654040172696114,0.05359495431184769
187,0.013875052332878113,0.054432645440101624
188,0.0132445702329278,0.05660218745470047
189,0.013205006718635559,0.05535576865077019
190,0.013025064021348953,0.056798554956912994
191,0.012888637371361256,0.053203366696834564
192,0.013157117180526257,0.061015207320451736
193,0.013515395112335682,0.05670084059238434
194,0.01333213597536087,0.052932195365428925
195,0.013310914859175682,0.05606518313288689
196,0.013470578007400036,0.05455787852406502
197,0.013840512372553349,0.05451953411102295
198,0.013998163864016533,0.053553059697151184
199,0.014001068659126759,0.05373523756861687
