,0
0,0.0028182487
1,0.002731605
2,0.0028837952
3,0.0027903668
4,0.0028372374
5,0.0028709304
6,0.0029005622
7,0.0028338754
8,0.0029297723
9,0.0028547957
10,0.0028186953
11,0.002902714
12,0.0028677965
13,0.0028909612
14,0.0027624606
15,0.002837318
16,0.0028632781
17,0.0028009135
18,0.002808209
19,0.0028182855
20,0.0027525038
21,0.0028154575
22,0.0026965146
23,0.002795233
24,0.0027935794
25,0.0027758935
26,0.0028278306
27,0.0027531078
28,0.002826109
29,0.0029012715
30,0.0026933872
31,0.002815357
32,0.002801904
33,0.0028094389
34,0.0028473325
35,0.002819864
36,0.002874548
37,0.0028861375
38,0.0027237292
39,0.0029057083
40,0.0028640376
41,0.0028425609
42,0.0027302816
43,0.0028347364
44,0.0029002964
45,0.0027784887
46,0.0028066346
47,0.0028258376
48,0.0027675806
49,0.0028295484
50,0.0027975817
51,0.002838674
52,0.002780843
53,0.0029217778
54,0.0028080074
55,0.0028629168
56,0.002807958
57,0.0028456398
58,0.0028031901
59,0.0028679036
60,0.0028673233
61,0.0028281375
62,0.0028832406
63,0.0028832331
64,0.0027742358
65,0.0027924757
66,0.0028254916
67,0.002882596
68,0.0027813069
69,0.0027358741
70,0.002911531
71,0.0027346625
72,0.0027417024
73,0.0029295292
74,0.002832287
75,0.0027085291
76,0.0029553515
77,0.0027595223
78,0.0028214068
79,0.0028627692
80,0.0026939567
81,0.0028034025
82,0.002800093
83,0.00270091
84,0.0028239773
85,0.0027240873
86,0.0027203867
87,0.0028831083
88,0.002831121
89,0.0027609612
90,0.0027705473
91,0.002906939
92,0.0027383245
93,0.0028015566
94,0.0029072817
95,0.0027576173
96,0.0028250758
97,0.0028490452
98,0.002871586
99,0.0027893404
100,0.0028854082
101,0.0028747339
102,0.002839902
103,0.0028386624
104,0.0027684364
105,0.0029287874
106,0.0028108354
107,0.0027551167
108,0.002839812
109,0.0028140862
110,0.0027761366
111,0.0028144275
112,0.0027979943
113,0.0028438917
114,0.0028418782
115,0.0027510612
116,0.0028745933
117,0.002866432
118,0.0027109473
119,0.0028270762
120,0.002803015
121,0.0027873325
122,0.0026797503
123,0.002810657
124,0.002791036
125,0.0027007926
126,0.0027844706
127,0.0028152522
128,0.0026649404
129,0.0027787532
130,0.0028592679
131,0.002807058
132,0.0027925991
133,0.0027783047
134,0.0028123376
135,0.002822903
136,0.0026945123
137,0.002874108
138,0.0028031468
139,0.0028156256
140,0.0028613317
141,0.0028407676
142,0.0028389408
143,0.0028098105
144,0.002792865
145,0.0028360537
146,0.0028287745
147,0.0027623298
148,0.0028705113
149,0.0027226633
150,0.0028527197
151,0.0027994984
152,0.002721367
153,0.0027966755
154,0.0027557653
155,0.0026650527
156,0.0027901689
157,0.0027160356
158,0.0027781753
159,0.0027700714
160,0.00282209
161,0.0027543334
162,0.0028302418
163,0.002861261
164,0.0028339573
165,0.0027581109
166,0.0029144324
167,0.0028218944
168,0.0028760657
169,0.002838374
170,0.0027529215
171,0.0028892984
172,0.0028475407
173,0.0027763275
174,0.002945297
175,0.0027925787
176,0.002873748
177,0.0029799975
178,0.002886342
179,0.0028705844
180,0.0029825019
181,0.002856018
182,0.002786321
183,0.002991998
184,0.0028192438
185,0.0028257724
186,0.0029276991
187,0.00284496
188,0.0027869642
189,0.00290291
190,0.0029006326
191,0.0027400092
192,0.002918539
193,0.002947424
194,0.0027741399
195,0.0028568036
196,0.0028926851
197,0.0028533642
198,0.0028069946
199,0.0027615088
200,0.0028866925
201,0.0028306842
202,0.002792261
203,0.0028417688
204,0.0028064903
205,0.0028507668
206,0.0027409275
207,0.002774051
208,0.0027758386
209,0.0027383398
210,0.0027742218
211,0.0027493658
212,0.0027431496
213,0.0027807765
214,0.0028073671
215,0.0027085831
216,0.00280724
217,0.0027121236
218,0.0027428614
219,0.002752917
220,0.0026871162
221,0.0027696611
222,0.0027173427
223,0.002649813
224,0.0028036442
225,0.002707011
226,0.0026436667
227,0.0027146568
228,0.0027513579
229,0.0026330454
230,0.0026978026
231,0.0027662339
232,0.0027591274
233,0.0026366464
234,0.002820604
235,0.0028043329
236,0.0026768185
237,0.0027763867
238,0.0027785362
239,0.0027877032
240,0.002788633
241,0.0027071922
242,0.0027323118
243,0.0027368711
244,0.0026474507
245,0.0026338836
246,0.002753457
247,0.0026161969
248,0.0026946785
249,0.002715284
250,0.0026967842
251,0.0027636993
252,0.0026375777
253,0.0028035655
254,0.0027577966
255,0.0026729181
256,0.0027784132
257,0.0027525076
258,0.002739693
259,0.0027159038
260,0.0026655677
261,0.002707954
262,0.0026991013
263,0.0026608123
264,0.0027073086
265,0.002777534
266,0.0026796977
267,0.0027635396
268,0.0026472206
269,0.0027736914
270,0.0026609367
271,0.002721252
272,0.0027634664
273,0.0027252915
274,0.002648557
275,0.0028225193
276,0.0027006934
277,0.0027287104
278,0.0027160952
279,0.0027743536
280,0.0026353733
281,0.0027356027
282,0.0027355729
283,0.0027255393
284,0.0027262168
285,0.0026681628
286,0.0027232077
287,0.0028243852
288,0.0026529422
289,0.0028914274
290,0.0028416044
291,0.002719949
292,0.0028042337
293,0.0027905707
294,0.0026742783
295,0.0027384078
296,0.0027704453
297,0.0026938687
298,0.002671509
299,0.0027162852
300,0.0028146915
301,0.0026270729
302,0.0026968229
303,0.0028984882
304,0.0026357463
305,0.0028404756
306,0.0027479134
307,0.0027320213
308,0.0027674441
309,0.0027676881
310,0.002663829
311,0.002706661
312,0.0027018469
313,0.0026928224
314,0.0028220713
315,0.0026471028
316,0.0026603076
317,0.002690896
318,0.002719305
319,0.0026165796
320,0.0027317046
321,0.0026704972
322,0.0028189528
323,0.002765166
324,0.0026842267
325,0.002801455
326,0.002754856
327,0.002774736
328,0.0027852347
329,0.0028367867
330,0.0026979628
331,0.0028679795
332,0.0027444824
333,0.0027311682
334,0.0027826517
335,0.0027872021
336,0.0027721291
337,0.0027887574
338,0.0026997621
339,0.0028024768
340,0.0026543378
341,0.0027173548
342,0.002758151
343,0.0026674746
344,0.0027272943
345,0.0027649975
346,0.0026611653
347,0.0026946804
348,0.0027952679
349,0.0027866284
350,0.0025941827
351,0.0027130404
352,0.002752806
353,0.002767671
354,0.002682583
355,0.0027305302
356,0.0027906355
357,0.002757288
358,0.0027433848
359,0.0026585772
360,0.0027803294
361,0.0027532293
362,0.0026501021
363,0.0027001845
364,0.0027639475
365,0.002712218
366,0.0026383456
367,0.0027092164
368,0.0027105552
369,0.0027045617
370,0.002715299
371,0.0027113892
372,0.002867004
373,0.0026285443
374,0.002712463
375,0.0027779285
376,0.0027527139
377,0.0026917383
378,0.0027804081
379,0.0027832314
380,0.0027704616
381,0.002671518
382,0.002863516
383,0.002752236
384,0.0027600601
385,0.002773391
386,0.0027939612
387,0.0027626143
388,0.0028187316
389,0.002797706
390,0.0026855944
391,0.002839982
392,0.0028231633
393,0.0026778681
394,0.0028328034
395,0.0027424973
396,0.002790948
397,0.002782756
398,0.00276407
399,0.0027374192
400,0.0027759043
401,0.0027980646
402,0.002721007
403,0.0027550845
404,0.0028409981
405,0.0027380367
406,0.0028021587
407,0.002822854
408,0.002701437
409,0.0028226972
410,0.0028151288
411,0.0028136256
412,0.002714598
413,0.0029112534
414,0.0027438495
415,0.002699892
416,0.0027770777
417,0.0027401382
418,0.0028130505
419,0.0027459236
420,0.0027022935
421,0.0028155716
422,0.0027353372
423,0.0027387538
424,0.0027951868
425,0.0027895197
426,0.0026336787
427,0.00273332
428,0.002865957
429,0.0027613458
430,0.0027162214
431,0.0027933633
432,0.002718613
433,0.0028339503
434,0.0027818712
435,0.00265249
436,0.0028083674
437,0.0028109802
438,0.002706437
439,0.0026517124
440,0.0027797488
441,0.0027512163
442,0.002679137
