"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.001580, 1, 0.001580, data_preprocessor:__choice__=''feature_type'',feature_preprocessor:__choice__=''no_preprocessing'',regressor:__choice__=''random_forest'',data_preprocessor:feature_type:categorical_transformer:categorical_encoding:__choice__=''one_hot_encoding'',data_preprocessor:feature_type:categorical_transformer:category_coalescence:__choice__=''minority_coalescer'',data_preprocessor:feature_type:numerical_transformer:imputation:strategy=''mean'',data_preprocessor:feature_type:numerical_transformer:rescaling:__choice__=''standardize'',regressor:random_forest:bootstrap=''True'',regressor:random_forest:criterion=''mse'',regressor:random_forest:max_depth=''None'',regressor:random_forest:max_features='1.0',regressor:random_forest:max_leaf_nodes=''None'',regressor:random_forest:min_impurity_decrease='0.0',regressor:random_forest:min_samples_leaf='1',regressor:random_forest:min_samples_split='2',regressor:random_forest:min_weight_fraction_leaf='0.0',data_preprocessor:feature_type:categorical_transformer:category_coalescence:minority_coalescer:minimum_fraction='0.01'
